Unnamed: 0,CHANGE_COMPONENT_ENABLED_STATE,DISABLE_KEYGUARD,KILL_BACKGROUND_PROCESSES,STATUS_BAR,WRITE_HISTORY_BOOKMARKS,CONTROL_LOCATION_UPDATES,DEVICE_POWER,EXPAND_STATUS_BAR,FLASHLIGHT,READ_USER_DICTIONARY,SET_ORIENTATION,SET_TIME,WRITE_USER_DICTIONARY,class
109155,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71346,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19793,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13756,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15955,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44069,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36019,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159683,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79270,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37934,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132179,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66062,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115656,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155365,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112629,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58646,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56936,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85874,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23908,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154615,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84397,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48902,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21047,0,0,0,0,1,0,0,0,1,0,0,0,0,1
75615,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132324,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55110,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149296,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15060,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51028,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10285,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145498,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98397,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3938,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84610,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105454,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133077,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98805,0,0,0,0,1,0,0,0,0,0,0,0,0,1
157957,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108205,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129425,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16820,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145465,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85944,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104747,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143743,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89873,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128862,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56541,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149199,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105132,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134432,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142346,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82526,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107078,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77044,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10134,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94729,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25044,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156324,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6514,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68545,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16724,1,0,0,0,0,0,0,0,0,0,0,0,0,1
144974,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123462,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63281,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14851,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95389,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104413,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127493,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89912,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55664,0,0,0,0,1,0,0,0,0,0,0,0,0,1
76292,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32361,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71960,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59690,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146298,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58731,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22535,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88599,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98814,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70254,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33892,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67878,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22374,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114466,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38320,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5029,0,0,0,0,1,1,0,0,0,0,0,0,0,1
91368,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92608,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102725,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123987,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31428,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123882,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137737,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128275,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99532,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112490,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75551,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106684,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138712,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71911,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127205,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67709,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156597,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30077,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49555,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92159,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39270,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77978,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120616,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98030,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95555,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161211,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101708,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160018,0,0,0,0,1,0,0,0,0,0,0,0,0,1
144829,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37640,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120351,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114896,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6959,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25938,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65373,0,0,0,0,1,0,0,0,0,0,0,0,0,1
125230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30437,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61842,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100988,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104285,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157501,0,1,0,0,1,0,0,0,0,0,0,0,0,1
18287,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90839,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38231,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44281,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136385,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31555,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90665,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145045,0,0,0,0,1,0,0,0,0,0,0,0,0,1
143501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160127,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33763,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144273,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54026,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87458,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114042,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62360,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91648,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133327,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40457,0,0,0,0,1,0,0,0,0,0,0,0,0,1
148457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70651,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106551,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121278,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95482,0,0,0,0,1,0,0,0,0,0,0,0,0,1
102484,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80512,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86955,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100179,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9442,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44289,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97911,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48767,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28365,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112005,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41188,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73310,0,0,0,0,0,0,0,0,1,0,0,0,0,1
134557,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80617,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139408,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141080,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32997,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152962,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64051,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134994,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131006,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71230,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117845,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81436,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77363,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34019,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104834,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115053,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76088,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42168,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36570,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37764,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112186,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38066,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48556,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99801,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141978,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127424,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118005,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154347,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126232,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24980,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67838,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31029,0,0,0,0,1,0,0,0,0,0,0,0,0,1
159826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123227,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46050,0,1,0,0,0,0,0,0,0,0,0,0,0,1
158262,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29852,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134799,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43765,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20186,0,0,0,0,1,0,0,0,0,0,0,0,0,1
149161,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70308,0,0,0,0,0,0,0,0,0,0,0,0,0,1
